,title,date_time,email_message
41,Payment Complete and Confirmed,"Fri, 12/01/2023 - 12:00","<div class=""accent-gold dialog dialog-warning fill panel"">This phish may come from a generic Gmail account and may use your name. Do not reply to the email or call the included phone numbers.</div>

<div>
<table><tbody><tr><td valign=""top"">
			<p>Due on:- [Date]</p>

			<p>Order No:- #####-####</p>
			</td>
		</tr></tbody></table></div>

<p></p>

<div>
<table><tbody><tr><td valign=""top"">
			<h3><strong>Thank you for being a loyal customer!</strong></h3>
			</td>
		</tr></tbody></table></div>

<p></p>

<div>
<table><tbody><tr><td valign=""top"">
			<p>Hi [Name], As per the agreement we have charged you an amount of $699.99 for 5 Years membership of Norton AntiVirus Security Plan.</p>
			</td>
		</tr></tbody></table></div>

<p></p>

<div>
<table><tbody><tr><td valign=""top"">
			<p><strong>Note:-</strong>&nbsp;Amount will be auto debited and will be reflected in your bank account by today EOD.</p>
			</td>
		</tr></tbody></table></div>

<p></p>

<div>
<table><tbody><tr><td valign=""top"">
			<p><strong>Transaction Details</strong></p>

			<p>Seller:- Norton AntiVirus Security</p>

			<p>Warranty No:- ####-##-####</p>

			<p>Add-on Item:- Webroot Secure</p>

			<p>Warranty:- 5 Years</p>

			<p>Price:- $699.99</p>
			</td>
		</tr></tbody></table></div>

<p></p>

<div>
<table><tbody><tr><td valign=""top"">
			<p><strong>Customer Info</strong></p>

			<p>Name:- [Name]</p>

			<p>Email:- [email address]</p>

			<p>Customer UID:- ########</p>
			</td>
		</tr></tbody></table></div>

<p></p>

<div>
<table><tbody><tr><td valign=""top"">
			<p><strong>More Info Contact Customer Care [phone number]</strong></p>
			</td>
		</tr></tbody></table></div>

<p></p>

<div>
<table><tbody><tr><td valign=""top"">
			<p><strong>Thank You,</strong><strong>Team Norton AntiVirus Security</strong><strong>Phone:- [phone number]</strong></p>
			</td>
		</tr></tbody></table></div>
"
42,Are you free now ?,"Tue, 11/28/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""[Spoofed Name] "" or ""[Spoofed Name] ""and may impersonate a lab's principal investigator or other member of university leadership. The message may vary. Do not reply to the sender. The scammer's goal is typically to coerce the recipient into purchasing gift cards.</div>

<p>Are you free now ?&nbsp;</p>
"
43,Urgent request,"Sat, 11/25/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""[Spoofed Name] &lt;[user]@gmail.com&gt;"" or ""[Spoofed Name] &lt;[user]@internet.ru&gt;""and may impersonate a lab's principal investigator or other member of university leadership. The message may vary. Do not reply to the sender. The scammer's goal is typically to coerce the recipient into purchasing gift cards.</div>

<h3>First Example</h3>

<p>Hello are you available? Please I need your assistance urgently</p>

<p><br>
[Spoofed Name]</p>

<p>Principal Investigator<br>
Weill Institute for Cell and Molecular Biology<br>
Department of Molecular Biology and Genetics0<br>
Ithaca, NY 14853-7202<br>
457 Weill Hall<br>
Cornell University<br>
Ithaca, NY 14853-7202</p>

<h3>Second Example</h3>

<p>When you get a minute, could you please drop me an email. It is very urgent.</p>

<p>[Spoofed Name]</p>

<p></p>
"
44,"Document Revised: [Number], -November 24, 2023","Fri, 11/24/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">The number in the subject of this phish may vary. This phish typically originates from a non-Cornell account. The sender may appear as ""Cornell via E-Doc &lt;[user]@icloud.com&gt;"". The QR code within directs to a fake login page. Do not scan the QR code nor reply to the sender. If you entered your credentials into the linked page, change your NetID password immediately at&nbsp;<a href=""https://netid.cornell.edu/"">https://netid.cornell.edu</a>.</div>



<!-- THEME DEBUG -->
<!-- THEME HOOK: 'filter_caption' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' -->
<figure><!-- THEME DEBUG --><!-- THEME HOOK: 'entity_embed_container' --><!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' --><div data-entity-type=""media"" data-entity-uuid=""2fbec12a-8eb7-4217-a400-6aa3b421ab54"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-docusign-2023.11.24.png"" width=""900"" height=""1776"" alt=""A DocuSign-branded notification with the heading &quot;Your document is pending for review and signature.&quot;""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

<figcaption>WCM
DocuSign
Your document is pending for review and signature.
SCAN QRCODE TO REVIEW DOCUMENT
User
NetID@cornell.edu
Executive Settlement Agreement.
User, Please sign at your earliest convenience.
To review and electronically sign the pending document, proceed to scan the QR code with your mobile device camera and follow the pop up secure link.
Should you have any questions, please do not hesitate to contact us.
Thank you.
Powered by DocuSign
Do Not Share This Email
This email contains a secure link to DocuSign. Please do not share this email, link, or access code with others.
This message was sent to you by NetID@cornell. edu who is using the DocuSign Electronic Signature Service. If you would rather not receive email from this sender you may contact the sender with your request.</figcaption><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' --></figure><p></p>
"
45,Confirm ID Verification Report on Friday-November-2023 [Time] [AM/PM],"Fri, 11/24/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell email address. The sender may appear as ""AutoExchangeMail - Report &lt;info@bdi-world.com&gt;"". The date and time in the subject and body may vary. The QR code directs to a fake login page. Do not reply to the sender nor scan the QR code. If you entered your credentials into the page, change your NetID password immediately at <a href=""https://netid.cornell.edu"">https://netid.cornell.edu</a>.</div>

<p><strong>Password Notification Notices</strong><br>
&nbsp;<br>
Hello [Name],<br>
&nbsp;<br>
For security purpose, your assigned password for email ([user]@cornell.edu) will expire in two day from todays date (Friday-November-2023 00:33 AM).<br>
&nbsp;<br>
We encourage you to take the time now to maintain your password activity to avoid login interruption.&nbsp;<br>
&nbsp;<br>
Here's what to do next:<br>
&nbsp;</p>

<ul><li>Scan with your phone camera below on Qrcode to confirm and continue using your password.</li>
	<li>Once you've scan and signed in with your temporary password, it will automically update our Microsoft system.&nbsp;</li>
</ul><p>[QR code]</p>
"
46,INTERN POSITION,"Thu, 11/23/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell email address. The sender may appear as ""CORNELL UNIVERSITY &lt;[user]@optimum.net&gt;"" and impersonates a faculty member. The named faculty member and department may vary. Do not reply to the sender nor contact the email address in the body of the email. This is not a legitimate offer for employment. See&nbsp;<a href=""https://scl.cornell.edu/get-involved/career-services/jobs-and-internships/finding-positions/beware-job-and-internship-scams"">Beware of Job and Internship Scams</a>&nbsp;from Career Services.</div>

<p>Cornell University,<br>
Department of Accounting,<br>
Student Services,</p>

<p>Cornell University, Student Services, urgently requires a requires a Research Assistant for a Remote Position to earn $370 weekly. The Student Services Recruitment Specialist, [Spoofed Name] is currently working on Research and would require the services of Student (Graduate/Undergraduate) of any Department of the Institution to Obtain a Remote Position in this Research. Slot are limited and acceptance will be given on a first come first serve basis.</p>

<p>To proceed with the application process, contact [Spoofed Name] via email at&nbsp;<strong>[user]@gmail.com</strong>&nbsp;using your alternate email stating your full name, email address, year of study, and department regarding the job description and further application requirement.</p>

<p>[Spoofed Name]<br>
Professor<br>
Faculty,<br>
Department of Accounting,<br>
Cornell University.</p>

<p></p>
"
47,Key Task,"Wed, 11/22/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""[Spoofed Name] &lt;[user]@gmail.com&gt;"" and impersonates a manager or member of leadership. Do not reply to the sender. The scammer's goal is typically to coerce the victim into purchasing gift cards.</div>

<p>&nbsp;[Name], do you have a moment? I'm heading into a meeting with limited communication access. So just reply by email.</p>

<p><br>
[Spoofed Name]</p>
"
48,"Subject varies: ""Job Opening For Research"", ""Research Assistance Needed""","Wed, 11/22/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell email address. The sender may appear as ""Prof. [Spoofed Name] &lt;[user]@gmail.com&gt;"" and impersonates a faculty member. The named faculty member and department may vary. Do not reply to the sender. This is not a legitimate offer for employment. See <a href=""https://scl.cornell.edu/get-involved/career-services/jobs-and-internships/finding-positions/beware-job-and-internship-scams"">Beware of Job and Internship Scams</a> from Career Services.</div>

<p>Cornell University, Sibley School of &nbsp;Mechanical and &nbsp;Aerospace &nbsp;Engineering &nbsp;requires the services of &nbsp;Graduate and Undergraduate students to assist with research projects on campus. The successful candidates will work closely with our research team to support ongoing data collection, and analysis . They are to work remotely or in person &nbsp;and get paid $350 &nbsp;weekly.</p>

<p>Responsibilities:</p>

<p>Assist with the design and implementation of research projects on campus<br>
Conduct literature reviews and summarize key findings<br>
Collect and analyze data using appropriate statistical methods<br>
Prepare and present findings to the research team</p>

<p>Qualifications:</p>

<p>Excellent organizational and time management skills<br>
Strong attention to detail<br>
Availability to work on campus or remotely&nbsp;<br>
Proficient in Microsoft Office (Word, Excel, PowerPoint)</p>

<p>This is a part-time position with a flexible schedule, and the successful candidate will work approximately 6-7 hours per week. The position offers valuable research experience, and the opportunity to work with a dynamic and collaborative research team on campus.<br>
To proceed with the application process and other eligibility descriptions, submit your resume for review.</p>

<p>Best Regards,</p>

<p>c/o</p>

<p>[Spoofed Name]<br>
Sibley School of Mechanical and Aerospace Engineering<br>
Upson Hall, Room 139</p>

<p>&nbsp;</p>
"
49,Completed via Docshare: Please Sign Today Cornell_PrintScan_54260.pdf,"Tue, 11/21/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""Cornell | EML-Share Service &lt;info@ithaicar.com&gt;"". The original email may be blank, the email depicted below is included as an attachment with a different subject. The link within directs to a fake login page. Do not follow the link nor reply to the sender. If you entered your credentials into the linked page, change your NetID password immediately at&nbsp;<a href=""https://netid.cornell.edu/"">https://netid.cornell.edu</a>.</div>



<!-- THEME DEBUG -->
<!-- THEME HOOK: 'filter_caption' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' -->
<figure><!-- THEME DEBUG --><!-- THEME HOOK: 'entity_embed_container' --><!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' --><div data-entity-type=""media"" data-entity-uuid=""6cc0d376-9025-43db-b500-8c4534ed1740"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-docusign-2023.11.21.png"" width=""721"" height=""767"" alt=""A fake DocuSign notification with the heading &quot;A New Document was sent you please review and sign Today&quot;.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

<figcaption>A New Document was sent you please review and sign Today
REVIEW DOCUMENTS
All parties have completed - Click on Review Documents to access shared file and sign today.
Do Not Share This Email
This email contains a secure link to DocuSign. Please do not share this email, link, or access code with others.
Alternate Signing Method
Visit DocuSign.com, click 'Access Documents', and enter the security code:
DAD745F227BE47E385E878D060152AE43
About DocuSign
Sign documents electronically in just minutes. It's safe, secure, and legally binding. Whether you're in an office, at home, on-the-go -- or even across the globe -- DocuSign provides a professional trusted solution for Digital Transaction Management™</figcaption><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' --></figure><p></p>
"
50,"Please Review: Financial Statement #86782 || sent to ""[NetID]@cornell.edu"" from your organization","Tue, 11/21/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""Docu Via E_Signature AR Accounts &lt;info@caton.com&gt;"". The link within directs to a fake login page. Do not follow the link nor reply to the sender. If you entered your credentials into the linked page, change your NetID password immediately at&nbsp;<a href=""https://netid.cornell.edu/"">https://netid.cornell.edu</a>.</div>



<!-- THEME DEBUG -->
<!-- THEME HOOK: 'filter_caption' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' -->
<figure><!-- THEME DEBUG --><!-- THEME HOOK: 'entity_embed_container' --><!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' --><div data-entity-type=""media"" data-entity-uuid=""2d19299a-56c2-4f7d-9013-29dde631aa97"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-docusign-phish-2023.11.20.png"" width=""808"" height=""1074"" alt=""A fake DocuSign notification with the heading &quot;REVIEW SECURE DOCUMENT&quot;.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

<figcaption>DocuSign Please review and sign pending document REVIEW SECURE DOCUMENT Please complete with your electronic signature by following the link above. Thank You! Powered by DocuSign | Microsoft Do Not Share This Email This email contains a secure link to DocuSign. Please do not share this email, link, or access code with others. Alternate Signing Method Visit DocuSign.com click 'Access Documents', and enter the security code: 84D10B8DF142437A8D46B331A09181122 About DocuSign Sign documents electronically in just minutes. It's safe, secure, and legally binding. Whether you're in an office, at home, on-the-go -- or even across the globe -- DocuSign provides a professional trusted solution for Digital Transaction Management™</figcaption><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' --></figure><p>&nbsp;</p>
"
51,Last Quarter JOB OFFER,"Tue, 11/21/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This message comes from an external, non-Cornell email address and is not a real offer of employment. Do not reply to the email or contact the given phone number.</div>

<p></p>

<p>Dear Esteemed Students of Cornell university</p>

<p></p>

<p>We are thrilled to inform you about the latest internship openings offered by the Office of Job Placement and Student Services. Our aim is to extend financial support to students facing economic challenges, all while providing them with invaluable research exposure. These internships are accessible for remote work, with a maximum commitment of seven hours per week and adaptable schedules that can be managed from your residence or on-campus. Selected students will receive a compensation of $300 per week.</p>

<p></p>

<p>This remote internship opportunity is open to students from all departments within our institution, and the tasks can be seamlessly completed from the comfort of your own home. However, it's important to note that the number of available positions is limited, and selection will be done on a first-come, first-served basis. If you are keen on this opportunity, kindly reach out to Professor [NAME] via text at [PHONE NUMBER] for the application process, please include your full name, email address, department, and current year of study.</p>

<p></p>

<p>We strongly advise submitting your application promptly, as the available slots are limited. We eagerly anticipate your response and extend our best wishes for success in your academic pursuits.</p>

<p></p>

<p>Warm regards,</p>

<p></p>

<p>The Office of Job Placement and Student Services,</p>

<p>Cornell University.</p>
"
52,Cornell Dividend & Subsription Distribution,"Tue, 11/21/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""Docs via Docus|Portal &lt;[user]@icloud.com&gt;"". Do not reply to the sender nor scan the QR code. The QR code directs to a fake login page. If you entered your credentials in the page, change your NetID password immediately at <a href=""https://netid.cornell.edu"">https://netid.cornell.edu</a>.</div>



<!-- THEME DEBUG -->
<!-- THEME HOOK: 'filter_caption' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' -->
<figure><!-- THEME DEBUG --><!-- THEME HOOK: 'entity_embed_container' --><!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' --><div data-entity-type=""media"" data-entity-uuid=""075c22f5-7c8e-4e64-83dd-b3a4db4c9eca"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-docusign-2023.11.21-2_0.png"" width=""1026"" height=""1272"" alt=""A fake DocuSign-branded notification with the heading &quot;Review Cornell Stock &amp; Shares Investment Liquidation Agreement Document&quot;.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

<figcaption>DocuSign
Review Cornell Stock &amp; Shares Investment Liquidation Agreement
Document
SCAN BARCODE TO VIEW DOCUMENT
Hello
user@cornell.edu
Cornell Stock &amp; Shares Investment Liquidation Agreement
user@cornell.edu Please sign at your earliest convenience.
To review and electronically sign the pending document, proceed to scan the QR code with your mobile device camera and follow the secured link that pop up.
When DocuSign is applied there is no requirement for a paper copy to be produced.
Cornell Accounting Department.Thank you,
Accounting Department.</figcaption><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' --></figure><p>&nbsp;</p>
"
53,Completed with DocShare : Please Sign in EML Today | [NetID]@cornell.edu,"Mon, 11/20/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""Cornell | DocShare-EML Service &lt;confirmation@whitoworth.com&gt;"". The link within directs to a fake login page. Do not follow the link nor reply to the sender. If you entered your credentials into the linked page, change your NetID password immediately at&nbsp;<a href=""https://netid.cornell.edu/"">https://netid.cornell.edu</a>.</div>



<!-- THEME DEBUG -->
<!-- THEME HOOK: 'filter_caption' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' -->
<figure><!-- THEME DEBUG --><!-- THEME HOOK: 'entity_embed_container' --><!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' --><div data-entity-type=""media"" data-entity-uuid=""8b33935c-ef1e-4bc4-86e3-c323cce945b1"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-docusign-phish-2023.11.20-2.png"" width=""685"" height=""340"" alt=""A fake DocuSign notification with the heading &quot;New Commission Agreement document has been sent to you.&quot;&quot;""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

<figcaption>New Commission Agreement document has been sent to you.
REVIEW DOCUMENT
Please sign Commission Agreement.
Powered by DocuSign</figcaption><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' --></figure>"
54,2023 Employees Benefit Program,"Mon, 11/20/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""Anna [Surname] &lt;[user]@uksw.edu.pl&gt;"". The link within directs to a fake login page. Do not click the link nor reply to the sender. If you entered your credentials into the page, change your NetID password immediately at <a href=""https://netid.cornell.edu"">https://netid.cornell.edu</a>.</div>

<p>Dear Employee,</p>

<p>We hope this message finds you in good health and high spirits. We understand that the past year has been challenging for many, and we want to extend our support during these difficult times. We are excited to introduce the 2023 Employees Benefit Program, designed to provide financial assistance to our valued families and employees.</p>

<p>As part of our ongoing commitment to your well-being, we have established a program that aims to ease financial burdens and provide some relief. We have allocated funds to provide&nbsp;<b>$700</b>&nbsp;to each family and employee that meets the designated criteria.</p>

<p>If you or your family have experienced financial hardship and could benefit from this program, we encourage you to apply. The application process is now open and will remain so until&nbsp;<b>November 20, 2023</b>. To apply, sign in using the link provided below:</p>

<p><a href=""#"">Employees Benefit Program</a></p>

<p>Sincerely,</p>

<p><b>2023-EBP support team</b></p>

<p>&nbsp;</p>
"
55,Urgent respond!,"Mon, 11/20/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""[Spoofed Name] &lt;[user]@gmail.com&gt;"" and impersonates a principal investigator or member of university leadership. Do not reply to the sender. The scammer's goal is typically to coerce the recipient into purchasing gift cards.</div>

<p>Are you available ?</p>

<p>--&nbsp;<br>
Principal Investigator</p>

<p></p>
"
